gene	symbol	biotype
ENSG00000223972.5	DDX11L1
ENSG00000231353.1	RP11-5P18.3
ENSG00000275503.1	RP11-5P18.11
ENSG00000224966.4	TBC1D3P6
ENSG00000183888.4	C1orf64
ENSG00000233078.1	RP11-5P18.5
G000754	Unknown
ENSG00000173641.17	HSPB7
ENSG00000186510.11	CLCNKA
ENSG00000232456.1	RP11-5P18.10
ENSG00000184908.17	CLCNKB
ENSG00000185519.8	FAM131C
G000761	Unknown
G000762	Unknown
ENSG00000142627.12	EPHA2
G000764	Unknown
ENSG00000227959.1	RP11-276H7.2
ENSG00000224621.1	RP11-276H7.3
G000766	Unknown
XLOC_000061	NotAvail
G000767	Unknown
G000768	Unknown
G000770	Unknown
ENSG00000234166.1	ARHGEF19-AS1
ENSG00000142632.16	ARHGEF19
G000772	Unknown
G000773	Unknown
ENSG00000237276.8	ANO7P1
G000775	Unknown
G000776	Unknown
ENSG00000132881.11	RSG1
G000777	Unknown
ENSG00000233929.1	MT1XP1
ENSG00000037637.10	FBXO42
ENSG00000055070.16	SZRD1
ENSG00000226457.1	RP11-430L17.1
ENSG00000187144.11	SPATA21
ENSG00000281598.1	AL358794.1
G000781	Unknown
ENSG00000157191.19	NECAP2
ENSG00000226029.1	RP4-798A10.2
ENSG00000080947.14	CROCCP3
G000786	Unknown
G000788	Unknown
G000789	Unknown
G000790	Unknown
ENSG00000206652.1	RNU1-1
ENSG00000261135.1	RP4-798A10.7
ENSG00000224174.2	RP4-798A10.4
ENSG00000233421.4	RP5-875O13.1
ENSG00000277344.1	RNU1-6P
ENSG00000268991.2	FAM231C
ENSG00000225710.1	RP5-875O13.6
ENSG00000266584.1	AL355149.1
G000795	Unknown
ENSG00000219481.10	NBPF1
G000797	Unknown
ENSG00000271732.1	RP5-1182A14.5
ENSG00000282056.1	CROCCP2
ENSG00000215908.7	CROCCP2
ENSG00000186301.8	MST1P2
ENSG00000282143.1	RP1-163M9.8
XLOC_l2_000792	NotAvail
ENSG00000207513.1	RNU1-3
ENSG00000237847.2	FAM231A
G000800	Unknown
ENSG00000280114.1	RP5-875O13.7
ENSG00000264742.1	AL021920.1
ENSG00000236698.1	EIF1AXP1
ENSG00000268869.5	ESPNP
ENSG00000279151.1	RP1-163M9.7
ENSG00000279132.1	RP5-1182A14.6
G000806	Unknown
ENSG00000282740.1	RP5-1182A14.7
ENSG00000058453.16	CROCC
ENSG00000227684.2	CROCCP4
ENSG00000207389.1	RNU1-4
ENSG00000186715.10	MST1L
G000808	Unknown
G000809	Unknown
G000810	Unknown
ENSG00000223643.6	RP11-108M9.1
ENSG00000230239.1	RP11-108M9.2
ENSG00000263811.1	MIR3675
G000813	Unknown
ENSG00000228549.3	RP11-108M9.3
ENSG00000277234.1	RNU1-5P
ENSG00000238142.1	RP11-108M9.4
ENSG00000235241.1	RP11-108M9.5
G000817	Unknown
G000818	Unknown
ENSG00000207005.1	RNU1-2
ENSG00000272426.1	RP11-108M9.6
G000820	Unknown
ENSG00000117122.13	MFAP2
ENSG00000226526.1	RP1-37C10.3
ENSG00000159363.17	ATP13A2
ENSG00000117118.9	SDHB
ENSG00000117115.12	PADI2
G000827	Unknown
G000828	Unknown
G000829	Unknown
ENSG00000281330.1	Y_RNA
G000830	Unknown
ENSG00000204362.5	RP11-380J14.1
ENSG00000142623.9	PADI1
G000833	Unknown
ENSG00000142619.4	PADI3
ENSG00000266634.1	MIR3972
G000835	Unknown
ENSG00000159339.13	PADI4
ENSG00000280226.1	AC004824.2
G000837	Unknown
G000838	Unknown
ENSG00000276747.1	PADI6
G000840	Unknown
ENSG00000179051.13	RCC2
ENSG00000227751.1	RP1-20B21.4
G000842	Unknown
ENSG00000266727.1	AC004824.1
G000843	Unknown
LCAG_001904	NotAvail
ENSG00000074964.16	ARHGEF10L
G000847	Unknown
G000848	Unknown
ENSG00000236648.1	RP11-473A10.2
ENSG00000278471.1	AL136529.1
G000850	Unknown
ENSG00000117148.7	ACTL8
G000852	Unknown
G000854	Unknown
G000855	Unknown
G000856	Unknown
G000857	Unknown
G000858	Unknown
G000859	Unknown
G000860	Unknown
G000861	Unknown
G000862	Unknown
XLOC_000723	NotAvail
XLOC_000724	NotAvail
G000864	Unknown
G000865	Unknown
G000866	Unknown
ENSG00000261781.1	RP11-174G17.2
G000869	Unknown
ENSG00000117154.11	IGSF21
ENSG00000280222.1	RP11-174G17.3
ENSG00000230035.2	RP11-174G17
G000871	Unknown
ENSG00000225387.1	RP11-422P22.1
G000874	Unknown
G000876	Unknown
G000877	Unknown
G000878	Unknown
G000879	Unknown
ENSG00000179023.8	KLHDC7A
G000881	Unknown
G000882	Unknown
ENSG00000235282.3	DYNLL1P3
LCAG_000198	NotAvail
ENSG00000225478.2	RP1-8B22.2
ENSG00000009709.11	PAX7
G000886	Unknown
G000887	Unknown
G000888	Unknown
G000889	Unknown
ENSG00000179002.5	TAS1R2
ENSG00000255275.3	RP13-279N23.2
ENSG00000159423.16	ALDH4A1
ENSG00000265606.1	MIR4695
ENSG00000221662.1	MIR1290
ENSG00000169991.10	IFFO2
G000893	Unknown
G000895	Unknown
G000899	Unknown
G000900	Unknown
LCAG_001909	NotAvail
CRCAG_000194	NotAvail
G000902	Unknown
G000903	Unknown
ENSG00000272084.1	RP5-1126H10.2
ENSG00000127481.14	UBR4
G000904	Unknown
ENSG00000230424.1	RP1-43E13.2
ENSG00000127463.13	EMC1
ENSG00000053372.4	MRTO4
G000912	Unknown
ENSG00000211454.13	AKR7L
ENSG00000162482.4	AKR7A3
LOC100506730	LOC100506730
ENSG00000270728.1	RP4-657E11.10
ENSG00000053371.12	AKR7A2
ENSG00000200403.1	RNU6-1099P
ENSG00000040487.12	PQLC2
ENSG00000077549.17	CAPZB
G000917	Unknown
ENSG00000240490.3	RN7SL277P
G000918	Unknown
G000920	Unknown
ENSG00000201609.1	RNU4-28P
XLOC_000077	NotAvail
ENSG00000235185.1	RP5-1056L3.1
ENSG00000173436.13	MINOS1
ENSG00000158747.13	NBL1
ENSG00000270136.5	MINOS1-NBL1
ENSG00000226396.1	RP5-1056L3.3
G000925	Unknown
G000926	Unknown
G000928	Unknown
ENSG00000158748.3	HTR6
G000931	Unknown
ENSG00000162542.13	TMCO4
G000932	Unknown
G000933	Unknown
G000934	Unknown
ENSG00000178828.6	RNF186
ENSG00000235434.1	RP11-91K11.2
G000939	Unknown
ENSG00000169914.5	OTUD3
ENSG00000188784.4	PLA2G2E
ENSG00000242688.3	RN7SL304P
ENSG00000188257.10	PLA2G2A
ENSG00000127472.10	PLA2G5
ENSG00000117215.14	PLA2G2D
G000948	Unknown
ENSG00000158786.4	PLA2G2F
G000950	Unknown
ENSG00000227066.1	RP3-340N1.2
ENSG00000187980.6	PLA2G2C
G000952	Unknown
ENSG00000225986.1	UBXN10-AS1
ENSG00000162543.5	UBXN10
G000954	Unknown
XLOC_000082	NotAvail
G000955	Unknown
ENSG00000228105.1	RP3-340N1.6
G000957	Unknown
G000958	Unknown
G000959	Unknown
ENSG00000158816.15	VWA5B1
ENSG00000226664.1	RP4-745E8.2
ENSG00000236963.5	LINC01141
G000963	Unknown
ENSG00000226487.1	RP4-749H3.2
G000966	Unknown
G000968	Unknown
ENSG00000162545.5	CAMK2N1
G000970	Unknown
ENSG00000090432.6	MUL1
G000972	Unknown
ENSG00000215520.3	RPS4XP4
ENSG00000183114.7	FAM43B
G000975	Unknown
ENSG00000158825.5	CDA
ENSG00000158828.5	PINK1
ENSG00000273695.1	MIR6084
ENSG00000117242.7	PINK1-AS
ENSG00000244038.9	DDOST
G000981	Unknown
ENSG00000117245.12	KIF17
G000982	Unknown
ENSG00000235432.1	RP5-930J4.5
G000984	Unknown
G000985	Unknown
ENSG00000189410.11	SH2D5
ENSG00000233069.1	RP5-930J4.2
ENSG00000127483.17	HP1BP3
G000991	Unknown
ENSG00000075151.19	EIF4G3
ENSG00000251914.1	RNU7-200P
ENSG00000221808.1	MIR1256
ENSG00000233072.1	RPS15AP6
ENSG00000236073.2	RP11-487E1.2
ENSG00000235112.1	HSPE1P27
G000996	Unknown
ENSG00000117298.14	ECE1
ENSG00000236936.1	RP3-329E20.2
ENSG00000231105.1	RP5-1071N3.1
G001001	Unknown
G001002	Unknown
CRCAG_001837	NotAvail
G001004	Unknown
G001005	Unknown
ENSG00000236216.5	PPP1R11P1
ENSG00000228823.1	RP11-293F5.8
ENSG00000236009.1	RP11-293F5.1
XLOC_000086	NotAvail
G001008	Unknown
ENSG00000227001.3	NBPF2P
ENSG00000187952.9	HS6ST1P1
G001012	Unknown
ENSG00000186543.7	CROCCP5
ENSG00000142794.18	NBPF3
ENSG00000176378.8	PFN1P10
G001017	Unknown
ENSG00000162551.13	ALPL
G001019	Unknown
G001020	Unknown
G001021	Unknown
ENSG00000233431.1	RP11-63N8.3
ENSG00000221781.1	AL359815.1
ENSG00000076864.19	RAP1GAP
G001024	Unknown
G001025	Unknown
ENSG00000090686.15	USP48
ENSG00000281866.1	U7
ENSG00000231978.2	RP11-132G19.3
ENSG00000187942.11	LDLRAD2
ENSG00000142798.16	HSPG2
G001030	Unknown
G001031	Unknown
ENSG00000232037.3	RP11-26H16.1
G001032	Unknown
G001033	Unknown
ENSG00000219073.7	CELA3B
G001036	Unknown
ENSG00000273610.1	RN7SL386P
ENSG00000201919.1	RNU6-1022P
ENSG00000142789.19	CELA3A
ENSG00000278124.1	RN7SL186P
ENSG00000201273.1	RNU6-776P
ENSG00000228397.1	RP1-224A6.3
ENSG00000218510.5	LINC00339
G001039	Unknown
ENSG00000070831.15	CDC42
ENSG00000230068.2	CDC42-IT1
ENSG00000271428.1	RP1-224A6.8
ENSG00000271840.1	RP1-224A6.9
G001040	Unknown
ENSG00000162552.14	WNT4
G001044	Unknown
G001045	Unknown
G001046	Unknown
XLOC_000090	NotAvail
ENSG00000266564.1	MIR4418
G001048	Unknown
G001049	Unknown
G001050	Unknown
ENSG00000234397.3	RP11-415K20.1
G001052	Unknown
G001053	Unknown
G001054	Unknown
ENSG00000279625.1	RP11-415K20.2
G001055	Unknown
G001056	Unknown
XLOC_000733	NotAvail
ENSG00000184677.16	ZBTB40
ENSG00000237200.1	ZBTB40-IT1
G001059	Unknown
G001061	Unknown
ENSG00000070886.10	EPHA8
G001063	Unknown
G001064	Unknown
ENSG00000276835.1	AL158086.1
ENSG00000173372.16	C1QA
ENSG00000159189.11	C1QC
ENSG00000173369.15	C1QB
G001067	Unknown
G001068	Unknown
G001069	Unknown
XLOC_000091	NotAvail
G001070	Unknown
ENSG00000133216.16	EPHB2
ENSG00000265422.1	MIR4684
ENSG00000216157.2	AL611946.1
G001072	Unknown
ENSG00000225952.1	RP11-69E9.1
ENSG00000264014.1	MIR4253
G001073	Unknown
G001074	Unknown
ENSG00000215906.8	LACTBL1
G001075	Unknown
G001077	Unknown
ENSG00000227868.5	C1orf234
ENSG00000004487.15	KDM1A
ENSG00000240553.1	RP1-184J9.2
ENSG00000263793.1	MIR3115
ENSG00000266802.1	MIR4419A
ENSG00000169641.13	LUZP1
G001084	Unknown
ENSG00000229010.1	RP5-979D14.1
ENSG00000206935.1	RNU6-514P
ENSG00000252578.1	RNU6-135P
ENSG00000179546.4	HTR1D
G001086	Unknown
ENSG00000215381.3	RP5-1057J7.1
ENSG00000261326.2	LINC01355
ENSG00000125944.18	HNRNPR
ENSG00000125945.14	ZNF436
ENSG00000249087.6	ZNF436-AS1
ENSG00000201405.1	Y_RNA
G001092	Unknown
ENSG00000271420.1	RP5-1057J7.7
ENSG00000204219.9	TCEA3
G001093	Unknown
G001094	Unknown
ENSG00000232482.2	RP4-654C18.1
G001095	Unknown
G001096	Unknown
ENSG00000088280.18	ASAP3
ENSG00000007968.6	E2F2
LOC101928163	LOC101928163
ENSG00000280791.1	Metazoa_SRP
G001101	Unknown
ENSG00000235052.1	RP1-150O5.3
XLOC_000736	NotAvail
XLOC_000737	NotAvail
ENSG00000117318.8	ID3
G001104	Unknown
ENSG00000197880.8	MDS2
XLOC_000738	NotAvail
G001105	Unknown
ENSG00000229239.2	RP11-223J15.2
G001111_grp1	Unknown
ENSG00000142676.12	RPL11
G001111_grp2	Unknown
G001113	Unknown
G001114	Unknown
G001115	Unknown
G001116	Unknown
ENSG00000011007.12	TCEB3
ENSG00000236810.5	TCEB3-AS1
ENSG00000057757.9	PITHD1
G001121	Unknown
ENSG00000011009.10	LYPLA2
ENSG00000117308.14	GALE
G001123	Unknown
ENSG00000117305.14	HMGCL
G001124	Unknown
ENSG00000179163.11	FUCA1
ENSG00000188822.7	CNR2
ENSG00000229106.1	BTBD6P1
G001126	Unknown
ENSG00000232557.3	RP11-4M23.3
ENSG00000264926.1	MIR378F
G001127	Unknown
ENSG00000230228.2	RP11-4M23.4
ENSG00000189266.11	PNRC2
ENSG00000188529.14	SRSF10
ENSG00000215905.4	RP11-4M23.7
XLOC_000095	NotAvail
ENSG00000225315.2	RP11-293P20.2
ENSG00000142661.18	MYOM3
ENSG00000230703.1	RP11-293P20.4
G001132	Unknown
G001133	Unknown
ENSG00000142677.3	IL22RA1
G001135	Unknown
G001136	Unknown
ENSG00000185436.11	IFNLR1
G001137	Unknown
G001138	Unknown
XLOC_000741	NotAvail
ENSG00000230023.2	RP11-10N16.2
G001139	Unknown
ENSG00000221032.3	AL590683.1
G001141	Unknown
ENSG00000266511.1	AL590683.2
G001145	Unknown
ENSG00000232298.2	RP11-10N16.3
ENSG00000158055.15	GRHL3
G001148	Unknown
G001149	Unknown
ENSG00000001460.17	STPG1
ENSG00000001461.16	NIPAL3
G001153	Unknown
G001154	Unknown
G001155	Unknown
RCAN3AS	RCAN3AS
ENSG00000117602.11	RCAN3
XLOC_000744	NotAvail
ENSG00000264443.1	RP4-594I10.3
G001160	Unknown
ENSG00000184454.6	NCMAP
ENSG00000227312.2	RP11-496D1.2
ENSG00000239106.1	Y_RNA
ENSG00000133226.16	SRRM1
G001165	Unknown
G001166	Unknown
G001167	Unknown
G001168	Unknown
G001170	Unknown
ENSG00000169504.14	CLIC4
ENSG00000238482.1	RNU6-1208P
G001172	Unknown
G001173	Unknown
G001175	Unknown
G001174	Unknown
G001177	Unknown
G001178	Unknown
ENSG00000020633.18	RUNX3
ENSG00000278034.1	MIR6731
G001180_grp1	Unknown
G001180_grp2	Unknown
ENSG00000229162.1	RP11-84D1.1
ENSG00000261025.1	RP11-84D1.2
G001183	Unknown
CRCAG_001874	NotAvail
G001184	Unknown
G001185	Unknown
ENSG00000264371.1	MIR4425
G001186	Unknown
XLOC_000099	NotAvail
ENSG00000233755.1	RP4-799D16.1
G001188	Unknown
G001189	Unknown
ENSG00000233419.3	RP4-781L3.1
G001192	Unknown
G001191	Unknown
G001193	Unknown
G001194	Unknown
G001195	Unknown
ENSG00000231953.1	RP4-706G24.1
ENSG00000117614.9	SYF2
G001199	Unknown
ENSG00000117616.17	RSRP1
ENSG00000272432.1	RP3-465N24.6
G001200	Unknown
G001201	Unknown
ENSG00000261349.1	RP3-465N24.5
ENSG00000187010.18	RHD
ENSG00000224183.1	SDHDP6
ENSG00000259984.1	RP11-335G20.7
ENSG00000183726.10	TMEM50A
ENSG00000188672.16	RHCE
G001209	Unknown
ENSG00000238084.4	RP3-469D22.1
ENSG00000204178.9	TMEM57
G001211	Unknown
G001212	Unknown
G001213	Unknown
G001214	Unknown
ENSG00000157978.11	LDLRAP1
G001216	Unknown
G001217	Unknown
ENSG00000225643.1	RP11-70P17.1
G001218	Unknown
G001219	Unknown
ENSG00000117643.14	MAN1C1
ENSG00000233478.1	RP1-187B23.1
G001226	Unknown
G001227	Unknown
G001228	Unknown
ENSG00000162430.16	SEPN1
ENSG00000255054.3	RP1-317E23.6
ENSG00000228172.5	RP1-317E23.3
ENSG00000117640.17	MTFR1L
ENSG00000272478.1	RP1-317E23.7
ENSG00000127423.10	AUNIP
ENSG00000236528.1	RP1-125I3.2
ENSG00000182749.5	PAQR7
ENSG00000207302.1	Y_RNA
ENSG00000117632.20	STMN1
ENSG00000229786.1	SNRPFP2
ENSG00000223624.1	RP1-125I3.4
G001236	Unknown
ENSG00000264021.1	MIR3917
ENSG00000266763.1	AL033528.1
G001237	Unknown
G001238	Unknown
ENSG00000158006.13	PAFAH2
ENSG00000207237.1	RNU6-110P
XLOC_000751	NotAvail
ENSG00000252190.1	SCARNA17
ENSG00000252691.1	SCARNA18
ENSG00000158008.9	EXTL1
G001241	Unknown
ENSG00000158014.14	SLC30A2
G001242	Unknown
XLOC_000102	NotAvail
ENSG00000158022.6	TRIM63
G001244	Unknown
ENSG00000265320.1	AL391650.1
ENSG00000175087.9	PDIK1L
ENSG00000197245.4	FAM110D
G001249	Unknown
G001250	Unknown
ENSG00000142684.7	ZNF593
ENSG00000236782.5	RP11-96L14.7
ENSG00000142675.17	CNKSR1
G001252	Unknown
ENSG00000188782.7	CATSPER4
ENSG00000236155.6	RP11-231P20.2
ENSG00000278572.1	RP11-231P20.6
G001258	Unknown
ENSG00000130695.13	CEP85
ENSG00000270733.1	RP11-231P20.5
ENSG00000142669.13	SH3BGRL3
ENSG00000158062.20	UBXN11
G001261	Unknown
ENSG00000169442.8	CD52
G001262	Unknown
ENSG00000176092.13	AIM1L
ENSG00000225854.2	RP11-569G9.7
G001264	Unknown
ENSG00000176083.17	ZNF683
G001266	Unknown
ENSG00000131914.10	LIN28A
G001268	Unknown
ENSG00000117682.16	DHDDS
ENSG00000223583.1	RP3-476K8.4
ENSG00000225891.1	RP3-476K8.3
G001271	Unknown
ENSG00000198830.10	HMGN2
G001272	Unknown
G001273	Unknown
G001274	Unknown
G001275	Unknown
G001276	Unknown
G001277	Unknown
ENSG00000224129.1	DPPA2P2
ENSG00000117676.13	RPS6KA1
ENSG00000238705.1	MIR1976
G001281	Unknown
ENSG00000243905.3	RN7SL679P
ENSG00000252802.1	Y_RNA
ENSG00000252429.2	RNU7-29P
G001283	Unknown
G001284	Unknown
ENSG00000229247.2	RP11-492M19.3
ENSG00000238316.1	snoU13
ENSG00000235069.2	RP4-785J1.1
G001289	Unknown
G001294	Unknown
ENSG00000260063.1	RP5-968P14.2
ENSG00000117713.17	ARID1A
G001298	Unknown
ENSG00000060642.10	PIGV
G001300	Unknown
G001301	Unknown
G001302	Unknown
G001303	Unknown
ENSG00000241188.3	RN7SL165P
ENSG00000204160.11	ZDHHC18
G001305	Unknown
ENSG00000175793.11	SFN
ENSG00000226698.1	RP1-50O24.6
ENSG00000142751.14	GPN2
ENSG00000198746.12	GPATCH3
ENSG00000090273.13	NUDC
ENSG00000131910.4	NR0B2
ENSG00000175707.8	KDF1
G001316	Unknown
G001318	Unknown
ENSG00000172746.6	RP11-344H11.4
ENSG00000224064.1	RP11-344H11.5
ENSG00000225294.1	OSTCP2
ENSG00000253368.3	TRNP1
G001320	Unknown
ENSG00000158246.7	FAM46B
G001323_grp1	Unknown
XLOC_000105_grp1	NotAvail
XLOC_000105_grp2	NotAvail
ENSG00000280403.1	FKSG62
G001323_grp2	Unknown
ENSG00000090020.10	SLC9A1
G001325	Unknown
ENSG00000229985.2	RP11-40H20.5
G001329	Unknown
ENSG00000214973.3	CHCHD3P3
ENSG00000225159.1	NPM1P39
ENSG00000225990.2	SNRPEP7
ENSG00000224311.1	RP11-40H20.4
ENSG00000142784.15	WDTC1
ENSG00000252098.1	Y_RNA
G001336	Unknown
G001337	Unknown
ENSG00000243659.1	RP11-4K3__A.3
ENSG00000186501.14	TMEM222
ENSG00000241547.1	ACTG1P20
ENSG00000206888.1	RNU6-48P
ENSG00000281023.1	FO393419.1
ENSG00000142765.17	SYTL1
ENSG00000142733.14	MAP3K6
ENSG00000142748.12	FCN3
ENSG00000174950.10	CD164L2
ENSG00000231207.1	RP1-144C9.2
G001342	Unknown
ENSG00000181773.6	GPR3
ENSG00000158195.10	WASF2
ENSG00000241169.1	RP4-752I6.1
G001344	Unknown
G001345	Unknown
G001347	Unknown
ENSG00000237429.1	RP1-159A19.4
ENSG00000126705.13	AHDC1
G001349	Unknown
ENSG00000000938.12	FGR
G001352	Unknown
G001353	Unknown
G001357	Unknown
ENSG00000235912.1	RP1-159A19.3
G001359	Unknown
ENSG00000233975.1	RP11-288L9.1
ENSG00000126709.14	IFI6
ENSG00000225886.3	RP11-288L9.4
ENSG00000206767.1	RNU6-949P
ENSG00000226662.2	CHMP1AP1
G001365	Unknown
ENSG00000207095.1	RNU6-424P
ENSG00000009780.15	FAM76A
ENSG00000231344.1	RP3-426I6.2
ENSG00000230833.1	RPEP3
G001368	Unknown
ENSG00000117758.13	STX12
ENSG00000269971.1	RP3-426I6.5
ENSG00000276889.1	AL020997.1
ENSG00000270031.1	RP3-426I6.6
ENSG00000223062.1	RNU6-1245P
ENSG00000117751.17	PPP1R8
ENSG00000252947.1	SCARNA1
G001371	Unknown
ENSG00000278868.1	AL109927.1
ENSG00000130775.15	THEMIS2
G001373	Unknown
ENSG00000117748.9	RPA2
ENSG00000130768.14	SMPDL3B
ENSG00000227050.1	RP11-460I13.2
ENSG00000158156.7	XKR8
ENSG00000158161.15	EYA3
ENSG00000238231.2	RP11-460I13.6
ENSG00000281570.1	Metazoa_SRP
ENSG00000240750.3	RN7SL559P
ENSG00000280526.1	AL137792.1
ENSG00000228589.3	SPCS2P4
ENSG00000228943.1	RP5-1053E7.2
ENSG00000214812.3	RP5-1053E7.3
G001382	Unknown
G001384	Unknown
ENSG00000253005.1	RNU6-176P
G001386	Unknown
ENSG00000169403.11	PTAFR
ENSG00000126698.10	DNAJC8
ENSG00000130770.17	ATPIF1
ENSG00000270605.1	RP5-1092A3.4
G001388	Unknown
XLOC_000757	NotAvail
ENSG00000271398.1	RP5-1092A3.5
ENSG00000130766.4	SESN2
G001392	Unknown
G001393	Unknown
ENSG00000130772.13	MED18
ENSG00000204138.12	PHACTR4
ENSG00000206779.1	Y_RNA
ENSG00000229820.2	RP1-308E4.1
ENSG00000221216.1	RNU6ATAC27P
G001401	Unknown
ENSG00000242125.3	SNHG3
ENSG00000180198.15	RCC1
ENSG00000274266.1	SNORA73A
ENSG00000200087.1	SNORA73B
ENSG00000231468.2	PRDX3P2
ENSG00000279443.1	RP4-669K10.8
ENSG00000180098.9	TRNAU1AP
ENSG00000197989.13	SNHG12
ENSG00000221539.1	SNORD99
ENSG00000278274.1	SNORA61
ENSG00000273544.1	SNORA44
ENSG00000280498.1	SNORA16A
ENSG00000274582.1	SNORA16A
ENSG00000120656.11	TAF12
ENSG00000188060.6	RAB42
ENSG00000229388.1	RP11-442N24__B.1
ENSG00000270103.3	RNU11
ENSG00000274978.1	RNU11
ENSG00000162419.12	GMEB1
ENSG00000252777.1	SCARNA24
ENSG00000198492.14	YTHDF2
G001414	Unknown
ENSG00000116329.10	OPRD1
ENSG00000233427.1	RP1-212P9.3
ENSG00000199756.1	Y_RNA
ENSG00000159023.18	EPB41
ENSG00000225616.2	RP4-604A21.1
ENSG00000206704.1	Y_RNA
ENSG00000277958.1	Metazoa_SRP
ENSG00000253304.1	TMEM200B
G001420	Unknown
XLOC_000111	NotAvail
ENSG00000225750.1	RP11-242O24.3
ENSG00000116350.15	SRSF4
ENSG00000277916.1	uc_338
G001424	Unknown
ENSG00000116353.15	MECR
G001426	Unknown
ENSG00000237934.1	RP11-467D18.2
G001427	Unknown
ENSG00000060656.19	PTPRU
ENSG00000221550.2	AL645859.1
ENSG00000230523.1	RP3-437I16.1
G001430	Unknown
ENSG00000266678.1	AL139151.1
G001432	Unknown
ENSG00000225011.4	RP11-810H18.1
G001435	Unknown
G001436	Unknown
ENSG00000221126.1	AC092265.1
XLOC_000114	NotAvail
ENSG00000228176.1	RP4-656G21.1
XLOC_000115	NotAvail
G001441	Unknown
G001442	Unknown
G001443	Unknown
ENSG00000222787.1	AL645944.1
ENSG00000270927.1	RP11-179G8.1
G001444	Unknown
G001445	Unknown
G001446	Unknown
CRCAG_000322	NotAvail
G001447	Unknown
XLOC_000116	NotAvail
ENSG00000233399.2	RP11-111I12.1
G001449	Unknown
G001451	Unknown
G001452	Unknown
ENSG00000233372.1	RP5-893G23.1
G001454	Unknown
G001455	Unknown
ENSG00000231251.1	RP3-357I16.1
XLOC_000118	NotAvail
G001457	Unknown
G001458	Unknown
G001459	Unknown
G001460	Unknown
G001461	Unknown
G001462	Unknown
G001463	Unknown
G001464	Unknown
ENSG00000236335.1	RP4-591L5.1
ENSG00000231949.1	RP4-591L5.2
G001467	Unknown
G001468	Unknown
G001469	Unknown
G001470	Unknown
G001471	Unknown
G001473	Unknown
XLOC_000768	NotAvail
ENSG00000162510.5	MATN1
ENSG00000186056.9	MATN1-AS1
G001477	Unknown
ENSG00000162511.7	LAPTM5
G001478	Unknown
ENSG00000264773.1	MIR4420
G001479	Unknown
G001480	Unknown
ENSG00000280823.1	Metazoa_SRP
G001481	Unknown
ENSG00000229607.1	RP5-1125N11.1
ENSG00000223382.3	RP1-65J11.1
G001485	Unknown
ENSG00000222784.1	RN7SKP91
G001486	Unknown
ENSG00000235143.1	RP1-65J11.5
G001488	Unknown
XLOC_000122	NotAvail
ENSG00000162512.15	SDC3
ENSG00000266210.2	RN7SL371P
ENSG00000134644.15	PUM1
G001492	Unknown
SNORD103A	SNORD103A
SNORD103B	SNORD103B
SNORD103A_DUP1	SNORD103A
SNORD103B_DUP1	SNORD103B
SNORD85	SNORD85
ENSG00000237329.2	RP11-201O14.1
ENSG00000232768.1	RP11-201O14.2
ENSG00000215900.4	SEPW1P
ENSG00000225142.2	RP11-490K7.1
G001496	Unknown
G001497	Unknown
G001498	Unknown
ENSG00000084628.9	NKAIN1
ENSG00000060688.12	SNRNP40
ENSG00000229447.2	RP11-490K7.4
ENSG00000121766.14	ZCCHC17
ENSG00000229044.1	RP11-266K22.2
ENSG00000121769.7	FABP3
G001505	Unknown
LCAG_002045	NotAvail
G001506	Unknown
LCAG_000333	NotAvail
ENSG00000168528.11	SERINC2
G001509	Unknown
G001504	Unknown
XLOC_000771	NotAvail
ENSG00000215899.3	RP11-439L8.2
ENSG00000206981.1	RNU6-40P
ENSG00000260386.5	LINC01225
ENSG00000265961.1	Y_RNA
ENSG00000223907.1	LINC01226
CRCAG_001941	NotAvail
ENSG00000260636.1	RP11-439L8.5
G001512	Unknown
G001513	Unknown
ENSG00000229167.1	RP11-73M7.1
ENSG00000142910.15	TINAGL1
G001516	Unknown
ENSG00000121764.11	HCRTR1
ENSG00000162517.12	PEF1
ENSG00000235790.7	RP11-73M7.6
ENSG00000264078.1	RP11-73M7.9
ENSG00000084636.17	COL16A1
G001523	Unknown
G001525	Unknown
ENSG00000121753.12	ADGRB2
ENSG00000266580.1	MIR4254
G001528	Unknown
ENSG00000254545.1	RP11-84A19.3
ENSG00000134668.12	SPOCD1
G001532	Unknown
G001534	Unknown
ENSG00000203620.2	RP11-84A19.2
ENSG00000269967.1	RP11-84A19.4
ENSG00000184007.17	PTP4A2
ENSG00000281319.1	AL136115.1
ENSG00000228634.1	RP4-534N18.2
G001538	Unknown
G001540	Unknown
G001541	Unknown
G001542	Unknown
G001543	Unknown
ENSG00000121774.17	KHDRBS1
ENSG00000203325.3	RP11-277A4.4
G001546	Unknown
ENSG00000121775.17	TMEM39B
ENSG00000266203.1	MIR5585
ENSG00000276493.1	Metazoa_SRP
G001548	Unknown
ENSG00000025800.13	KPNA6
ENSG00000250135.1	RP4-622L5.2
ENSG00000084652.15	TXLNA
G001549	Unknown
ENSG00000160050.14	CCDC28B
ENSG00000224066.1	RP4-622L5.7
ENSG00000160051.11	IQCC
ENSG00000222046.2	DCDC2B
ENSG00000160055.19	TMEM234
ENSG00000084623.11	EIF3I
ENSG00000220785.7	MTMR9LP
G001554	Unknown
ENSG00000183615.5	FAM167B
ENSG00000182866.16	LCK
ENSG00000277617.1	Metazoa_SRP
